name,website,phone,address,emails_found
"Kalpen N. Patel, MD",https://www.wakehealth.edu/providers/p/kalpen-patel?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,(910) 577-3636,"404 W Westwood Ave #205, High Point, NC 27262, USA",MyAtriumHealth@atriumhealth.org
"Stacey Anne Blyth, MD",https://www.conehealth.com/find-a-doctor/doctor-profile/Stacey-Blyth,(910) 353-0700,"2630 Willard Dairy Rd #200, High Point, NC 27265, USA",
Dorn Henry MD,http://www.drdorn.com/,(910) 353-0581,"405 Lindsay St, High Point, NC 27262, USA",drdorn@drdorn.com
"Rachel Cassandra Edwards, NP",https://www.wakehealth.edu/providers/e/rachel-cassandra-edwards?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,(910) 332-3800,"611 Lindsay St 100 102, High Point, NC 27262, USA",MyAtriumHealth@atriumhealth.org
Novant Health-GoHealth Urgent Care,https://www.gohealthuc.com/novant/locations/high-point?utm_source=gmb&utm_medium=organic&utm_content=novant-highpoint,(910) 353-1499,"5870 Samet Dr Ste 101/103, High Point, NC 27265, USA",
"John Sison Tipton, MD, MS",https://www.wakehealth.edu/providers/t/john-sison-tipton?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,(910) 939-5759,"611 Lindsay St 100 102, High Point, NC 27262, USA",MyAtriumHealth@atriumhealth.org
"Angela Perry, MD",https://www.novanthealth.org/pf/providers/1467475061?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1467475061,(910) 938-1114,"1226 Eastchester Dr, High Point, NC 27265, USA",
High Point Pediatrics,https://www.highpointpediatrics.com/,(910) 915-8450,"404 W Westwood Ave #103, High Point, NC 27262, USA",
Dr. Robert A. Poth,http://www.regionalphysicians.com/,(910) 353-0541,"D, 624 Quaker Ln #200, High Point, NC 27262, USA",
"John Begovich, DO",https://www.wakehealth.edu/providers/b/john-begovich?utm_source=GMB&utm_medium=Organic&utm_campaign=AHWFBprovider,(910) 355-0442,"611 Lindsay St 100 102, High Point, NC 27262, USA",MyAtriumHealth@atriumhealth.org
Atrium Health Primary Care Cabarrus Family Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-cabarrus-family-medicine-poplar-tent?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(910) 353-5111,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
Atrium Health Primary Care Carolina Internal Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-carolina-internal-medicine?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(910) 455-9398,"200 Medical Park Dr NE Suite 300, Concord, NC 28025, USA",
Atrium Health Primary Care Cabarrus Family Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-cabarrus-family-medicine-concord?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(910) 353-7848,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
Atrium Health Primary Care Cabarrus Family Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-cabarrus-family-medicine-cabarrus?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(910) 353-4414,"707 Mem Blvd NE, Concord, NC 28025, USA",
"David C. Tignor, MD",https://atriumhealth.org/provider-profile/david-tignor-1083602866?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(910) 353-6406,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
Atrium Health Primary Care Ardsley Internal Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-ardsley-internal-medicine-concord?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(910) 577-5199,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
Atrium Health Primary Care Concord Internal Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-concord-internal-medicine?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(919) 933-8773,"200 Medical Park Dr NE #550B, Concord, NC 28025, USA",
Atrium Health Primary Care Christopherson Family Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-christopherson-family-medicine?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(919) 967-8291,"319 Penny Ln NE #107, Concord, NC 28025, USA",
"Paul Delaney, MD",https://atriumhealth.org/provider-profile/paul-delaney-1659388189?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-0210,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
"Geoffrey D. Rackoff, MD",https://atriumhealth.org/provider-profile/geoffrey-rackoff-1922070184?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 968-1985,"200 Medical Park Dr NE Suite 300, Concord, NC 28025, USA",
"David L. Christopherson, MD",https://atriumhealth.org/provider-profile/david-christopherson-1184611485?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 590-9005,"319 Penny Ln NE #107, Concord, NC 28025, USA",
"Ronald A. Pollack, MD",https://atriumhealth.org/provider-profile/ronald-pollack-1598753360?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-4462,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
Atrium Health Primary Care Edison Square Family Medicine,https://atriumhealth.org/locations/detail/atrium-health-primary-care-edison-square-family-medicine?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(919) 942-5123,"10030 Edison Square Dr NW #100, Concord, NC 28027, USA",
"Austin James Bush, MD",https://atriumhealth.org/provider-profile/austin-bush-1548765290?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 999-0902,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
"Brian A. McCollough, MD",https://atriumhealth.org/provider-profile/brian-mccollough-1417174616?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-1223,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
"Maryam Hamid, MD",https://atriumhealth.org/provider-profile/maryam-hamid-1043717176?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-1000,"200 Medical Park Dr NE Suite 300, Concord, NC 28025, USA",
"Mary K. Gentry, MD",https://atriumhealth.org/provider-profile/mary-gentry-1740488261?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 215-6550,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
"Marc Kenneth Dy, MD",https://atriumhealth.org/provider-profile/marc-dy-1366412207?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 240-7269,"10030 Edison Square Dr NW #100, Concord, NC 28027, USA",
"Alexander C. Moshtaghi, MD",https://atriumhealth.org/provider-profile/alexander-moshtaghi-1265882021?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 385-4904,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
The Hometown Doctors,https://thehometowndoctors.wordpress.com/,(919) 969-1414,"1925 Concord Lake Rd, Kannapolis, NC 28083, USA",
Novant Health Lakeside Primary Care - Afton,https://www.novanthealth.org/locations/clinics/lakeside-primary-care-afton/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-165,(919) 942-8571,"5325 Vining St NW #101, Concord, NC 28027, USA",
Atrium Health Primary Care Weddington Internal Medicine & Pediatrics,https://atriumhealth.org/locations/detail/atrium-health-primary-care-weddington-internal-medicine-and-pediatrics?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(919) 913-0996,"3020 Weddington Rd, Concord, NC 28027, USA",
Dermatology Group of the Carolinas - Concord,https://dermgroup.org/?utm_source=gbp-post&utm_medium=organic,(984) 215-4340,"335 Penny Ln NE, Concord, NC 28025, USA",
"David W. McMurry, MD",https://atriumhealth.org/provider-profile/david-mcmurry-1114999539?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 706-1806,"200 Medical Park Dr NE Suite 300, Concord, NC 28025, USA",
"Kerri-Ann R. Thomas, MD",https://atriumhealth.org/provider-profile/kerriann-thomas-1649445735?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 215-5900,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
"David M. Cody, MD",https://atriumhealth.org/provider-profile/david-cody-1952432817?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 951-7600,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
"Staci F. Condrey, MD",https://atriumhealth.org/provider-profile/staci-condrey-1922078831?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 914-9611,"3020 Weddington Rd, Concord, NC 28027, USA",
Novant Health Lakeside Primary Care - Speedway,https://www.novanthealth.org/locations/clinics/lakeside-primary-care-speedway/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-168,(919) 235-1520,"7752 Gateway Ln NW # 100, Concord, NC 28027, USA",
"Keith Griffin, MD",https://www.novanthealth.org/pf/providers/1962472415?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1962472415,(919) 942-8500,"5325 Vining St NW #101, Concord, NC 28027, USA",
"Mukunda Singh, MD",https://atriumhealth.org/provider-profile/mukunda-singh-1487185534?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-7010,"200 Medical Park Dr NE #550b, Concord, NC 28025, USA",
"Rachel Marie Jude Eyma, MD",https://atriumhealth.org/provider-profile/rachel-eyma-1720030653?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 533-4686,"707 Mem Blvd NE, Concord, NC 28025, USA",
"Dawn Caviness, MD",https://atriumhealth.org/provider-profile/dawn-caviness-1639499098?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 942-3106,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
"Shradha Pant, MD",https://atriumhealth.org/provider-profile/shradha-pant-1669812806?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 966-4996,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
"Alyssa Huggins Kuprenas, MD",https://atriumhealth.org/provider-profile/alyssa-kuprenas-1063916468?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-6599,"200 Medical Park Dr NE #550b, Concord, NC 28025, USA",
Novant Health Primary Care Poplar Tent,https://www.novanthealth.org/locations/clinics/primary-care-poplar-tent/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=MG-522,(919) 298-8341,"9955 Poplar Tent Rd, Concord, NC 28027, USA",
"Dr. Amy H. Woolwine, MD",https://www.novanthealth.org/?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1366414245,(984) 974-6669,"5325 Vining St NW #101, Concord, NC 28027, USA",
"Rebecca Elisabeth Engell Kasper, MD",https://atriumhealth.org/provider-profile/rebecca-kasper-1578067468?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-3226,"10030 Edison Square Dr NW #100, Concord, NC 28027, USA",
Doctors Plus Urgent Care,https://www.doctorsplusurgentcare.com/,(919) 967-0771,"205 Branchview Dr NE, Concord, NC 28025, USA",
"Leigh G. Cicci, MD",https://atriumhealth.org/provider-profile/leigh-cicci-1306816210?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 737-2774,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
"Robert D. Roycroft, MD",https://atriumhealth.org/provider-profile/robert-roycroft-1417929126?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(984) 974-7005,"3020 Weddington Rd, Concord, NC 28027, USA",
"Corinna Lynn Myers, DO",https://atriumhealth.org/provider-profile/corinna-myers-1720608813?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(919) 960-8858,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
"Andrew Dehlin, PA",https://atriumhealth.org/provider-profile/andrew-dehlin-1598271843?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 801-7390,"5641 Poplar Tent Rd # 101, Concord, NC 28027, USA",
"Erin Elizabeth Perrotti, NP",https://atriumhealth.org/provider-profile/erin-perrotti-1184360026?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 316-1265,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
McGill Family Medicine & Dental Clinic,https://www.crchc.org/,(704) 489-3113,"202D McGill Ave NW, Concord, NC 28025, USA",outreach@crchc.org.
"Jan A. vanRavesteyn, MD",https://atriumhealth.org/provider-profile/jan-vanravesteyn-1639119860,(704) 316-5600,"304 Winecoff School Rd, Concord, NC 28027, USA",
"Mark E. Braun, MD",https://atriumhealth.org/provider-profile/mark-braun-1083636286?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 316-5560,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
"Dr. Theodore F. Suggs, MD",https://thehometowndoctors.com/,(704) 801-3300,"1925 Concord Lake Rd, Kannapolis, NC 28083, USA",
"Paige Elizabeth Driver, MD",https://atriumhealth.org/provider-profile/paige-driver-1497250146?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 801-3310,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
Atrium Health Infectious Disease,https://atriumhealth.org/locations/detail/atrium-health-infectious-disease-cabarrus?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(704) 384-8720,"200 Medical Park Dr NE Ste 280, Concord, NC 28025, USA",
"David W. Frate, DO",https://atriumhealth.org/provider-profile/david-frate-1871754481?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 801-7340,"1085 NE Gateway Ct NE #200, Concord, NC 28025, USA",
"Bridget Nduka, DO",https://www.novanthealth.org/pf/providers/1013473438?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1013473438,(704) 316-4000,"7752 Gateway Ln NW # 100, Concord, NC 28027, USA",
Atrium Health Cabarrus,https://atriumhealth.org/locations/atrium-health-cabarrus?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(704) 365-6730,"920 Church St N, Concord, NC 28025, USA",
Peak Wellness Medical Clinic,https://peakwellclinic.com/,(704) 316-5635,"1 Buffalo Ave NW Suite 201, Concord, NC 28025, USA",info@peakwellclinic.com
"Brian Cain, MD",https://www.novanthealth.org/pf/providers/1083733273?utm_source=maps.google.com&utm_medium=organic&utm_campaign=GBP&utm_content=1083733273,(704) 766-0320,"7752 Gateway Ln NW # 100, Concord, NC 28027, USA",
Winecoff Family Practice,http://winecofffamily.com/,(704) 987-7970,"304 Winecoff School Rd, Concord, NC 28027, USA",
"Rebecca Marie Anderson, PA",https://atriumhealth.org/provider-profile/rebecca-anderson-1285149781?utm_campaign=GCRprovider&utm_medium=Organic&utm_source=GMB,(704) 384-1425,"270 Copperfield Blvd NE #102, Concord, NC 28025, USA",
Atrium Health Acute Care Surgery,https://atriumhealth.org/locations/detail/atrium-health-acute-care-surgery-cabarrus?utm_source=GMB&utm_medium=Organic&utm_campaign=GCR,(980) 306-5911,"200 Medical Park Dr NE #430, Concord, NC 28025, USA",
Greenville Family Doctors,http://greenvillefamilydoctors.com/,(704) 323-2800,"800 Moye Blvd, Greenville, NC 27834, USA",
Viva Med Concierge | Primary Care Physician | Aesthetics and Wellness Greenville NC,http://www.myvivamed.com/,(704) 274-8006,"705 WH Smith Blvd, Greenville, NC 27834, USA",
"Physicians East, PA - Primary Care - Arlington",http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTc4ODU2NzMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(704) 801-1150,"1850 W Arlington Blvd, Greenville, NC 27834, USA",
Carolina Clinic for Health and Wellness,http://www.carolina-clinic.com/,(704) 801-4000,"2459 Emerald Pl Suite 102, Greenville, NC 27834, USA",info@carolina-clinic.com; wcarter@carolina-clinic.com
Gastroenterology East PA & Endoscopy Center,https://www.gastroeastnc.com/,(704) 863-4878,"2210 Hemby Ln, Greenville, NC 27834, USA",
Gonzalo Daniel Becerra M.D.,https://greenvillefamilydoctors.com/,(704) 892-2949,"800 Moye Blvd A, Greenville, NC 27834, USA",
"Physicians East, PA - Endocrinology",http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc4OTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(704) 384-7972,"1006 WH Smith Blvd, Greenville, NC 27834, USA",
Dr. Amanze Ugoji,http://www.ecu.edu/,(980) 317-9993,"101 Heart Dr, Greenville, NC 27834, USA",
Greenville Medical Care,http://www.greenvillemedicalcare.com/,(704) 895-9838,"216 E Arlington Blvd, Greenville, NC 27858, USA",greenvillemedicalcarenc@gmail.com
Shaniqua Mcgraw,https://www.carolina-clinic.com/provider/shaniqua-mcgraw-md,(252) 937-0200,"2459 Emerald Pl Suite 102, Greenville, NC 27834, USA",info@carolina-clinic.com; wcarter@carolina-clinic.com
Greenville Health Care,http://www.greenvillehealthcare.net/,(252) 451-3200,"3121 Moseley Dr, Greenville, NC 27858, USA",
"Physicians East, PA - Greenville Womens Care",http://www.physicianseast.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTU3OTc5MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,(252) 265-0650,"2251 Stantonsburg Rd, Greenville, NC 27834, USA",
FastMed Urgent Care,https://www.fastmed.com/urgent-care-centers/greenville-nc-walk-in-clinic,(252) 451-7043,"315 Greenville Blvd SE #100, Greenville, NC 27858, USA",
Orthopaedics East & Sports Medicine Center,https://www.orthoeast.com/,(252) 254-2706,"810 WH Smith Blvd, Greenville, NC 27834, USA",hr@orthoeast.com
ECU Health Lifestyle Medicine - Greenville,https://locations.ecuhealth.org/Details/121,(252) 937-0235,"2610 Stantonsburg Rd, Greenville, NC 27834, USA",
Greenville OB/GYN,http://www.greenvilleob.com/,(252) 937-3022,"101 Bethesda Dr, Greenville, NC 27834, USA",
ECU Health Family Medicine Center,https://locations.ecuhealth.org/Details/228,(252) 937-0300,"101 Heart Dr, Greenville, NC 27834, USA",
Family Foot & Ankle Physicians,https://familyfootanklephysicians.com/,(800) 243-0566,"1432 E Fire Tower Rd, Greenville, NC 27858, USA",
ECU Physicians - Internal Medicine,https://ecuphysicians.ecu.edu/general-internal-medicine/locations/,(252) 451-3100,"521 Moye Blvd, Greenville, NC 27834, USA",
"Joseph P. Pye, MD",https://locations.ecuhealth.org/Providers/details/330,(252) 937-0282,"2100 Stantonsburg Rd, Greenville, NC 27834, USA",
"John P McGee, MD",https://locations.ecuhealth.org/Providers/details/177,(252) 443-3133,"2450 Emerald Pl, Greenville, NC 27834, USA",
